sku,make,model,part_name,category,catalog_part_number,oem_number,catalog_page,photo_status,image_path,landing_page,source_verification
PGE-MAN-0365,Manesty,BETAPRESS,SUCTION NOZZLE,Product Control,M4-589,44589,58,Catalog photo,/assets/images/parts/manesty/pge-man-0365-suction-nozzle-oem-44589.png,/parts/pge-man-0365/,Verified
PGE-MAN-0366,Manesty,BETAPRESS,CLAMP SCREW ON INLET,Product Control,M4-509,44509,58,Catalog photo,/assets/images/parts/manesty/pge-man-0366-clamp-screw-on-inlet-oem-44509.png,/parts/pge-man-0366/,Verified
PGE-MAN-0367,Manesty,BETAPRESS,HOPPER,Product Control,M4-658,44658,58,Catalog photo,/assets/images/parts/manesty/pge-man-0367-hopper-oem-44658.png,/parts/pge-man-0367/,Verified
PGE-MAN-0368,Manesty,BETAPRESS,INLET ON TOP COVER - PET,Product Control,M4-660/1,44660,58,Catalog photo,/assets/images/parts/manesty/pge-man-0368-inlet-on-top-cover-pet-oem-44660.png,/parts/pge-man-0368/,Verified
PGE-MAN-0369,Manesty,BETAPRESS,LOCKSCREW ON INLET CLAMP,Product Control,M-460,44460,58,Catalog photo,/assets/images/parts/manesty/pge-man-0369-lockscrew-on-inlet-clamp-oem-44460.png,/parts/pge-man-0369/,Verified
PGE-MAN-0370,Manesty,BETAPRESS,TOP COVER ON FEEDER,Product Control,M4-62,44662,58,Catalog photo,/assets/images/parts/manesty/pge-man-0370-top-cover-on-feeder-oem-44662.png,/parts/pge-man-0370/,Verified
PGE-MAN-0371,Manesty,BETAPRESS,PILLAR FOR CLAMP,Product Control,M4-661,44661,58,Catalog photo,/assets/images/parts/manesty/pge-man-0371-pillar-for-clamp-oem-44661.png,/parts/pge-man-0371/,Verified
PGE-MAN-0372,Manesty,BETAPRESS,INLET TUBE BRACKET,Product Control,M4-660/1-1,Not listed in source catalog,58,Catalog photo,/assets/images/parts/manesty/pge-man-0372-inlet-tube-bracket-oem-n-a.png,/parts/pge-man-0372/,Verified
PGE-MAN-0373,Manesty,BETAPRESS,INLET ON TOP COVER - TEFLON,Product Control,M4-660/2,44660,58,Catalog photo,/assets/images/parts/manesty/pge-man-0373-inlet-on-top-cover-teflon-oem-44660.png,/parts/pge-man-0373/,Verified
PGE-MAN-0374,Manesty,BETAPRESS,TAIL OVER DIE - PHENOLIC,Product Control,M4-73,44473,58,Catalog photo,/assets/images/parts/manesty/pge-man-0374-tail-over-die-phenolic-oem-44473.png,/parts/pge-man-0374/,Verified
PGE-MAN-0375,Manesty,BETAPRESS,TAKE-OFF PLATE,Product Control,M4-663,44663,58,Catalog photo,/assets/images/parts/manesty/pge-man-0375-take-off-plate-oem-44663.png,/parts/pge-man-0375/,Verified
PGE-MAN-0376,Manesty,BETAPRESS,INLET CONNECTOR,Product Control,M4-666,44666,58,Catalog photo,/assets/images/parts/manesty/pge-man-0376-inlet-connector-oem-44666.png,/parts/pge-man-0376/,Verified
PGE-MAN-0377,Manesty,BETAPRESS,TAIL OVER DIE-DELRIN,Product Control,M4-73-D,Not listed in source catalog,59,Catalog photo,/assets/images/parts/manesty/pge-man-0377-tail-over-die-delrin-oem-n-a.png,/parts/pge-man-0377/,Verified
PGE-MAN-0378,Manesty,BETAPRESS,OIL SEAL FOR FEEDER SHAFT,Product Control,M4-750,37750,59,Catalog photo,/assets/images/parts/manesty/pge-man-0378-oil-seal-for-feeder-shaft-oem-37750.png,/parts/pge-man-0378/,Verified
PGE-MAN-0379,Manesty,BETAPRESS,FEED FRAME,Product Control,M4-784,59784,59,Catalog photo,/assets/images/parts/manesty/pge-man-0379-feed-frame-oem-59784.png,/parts/pge-man-0379/,Verified
PGE-MAN-0380,Manesty,BETAPRESS,GEAR PLATE FOR HIGH SPEED FEEDER,Product Control,M4-835,44835,59,Catalog photo,/assets/images/parts/manesty/pge-man-0380-gear-plate-for-high-speed-feeder-oem-44835.png,/parts/pge-man-0380/,Verified
PGE-MAN-0381,Manesty,BETAPRESS,SHAFT IN COLUMN,Product Control,M4-81,44481,59,Catalog photo,/assets/images/parts/manesty/pge-man-0381-shaft-in-column-oem-44481.png,/parts/pge-man-0381/,Verified
PGE-MAN-0382,Manesty,BETAPRESS,SHAFT IN COLUMN,Product Control,M4-82,44482,59,Catalog photo,/assets/images/parts/manesty/pge-man-0382-shaft-in-column-oem-44482.png,/parts/pge-man-0382/,Verified
PGE-MAN-0383,Manesty,BETAPRESS,RECIRCULATING CHANNEL,Product Control,M4-890,44890,59,Catalog photo,/assets/images/parts/manesty/pge-man-0383-recirculating-channel-oem-44890.png,/parts/pge-man-0383/,Verified
PGE-MAN-0384,Manesty,BETAPRESS,GEAR PLATE - MODIFIED - SYNCHRONOUS,Product Control,M4-835/1,Not listed in source catalog,59,Catalog photo,/assets/images/parts/manesty/pge-man-0384-gear-plate-modified-synchronous-oem-n-a.png,/parts/pge-man-0384/,Verified
PGE-MAN-0385,Manesty,BETAPRESS,GEAR,Product Control,M4-839,44839,59,Catalog photo,/assets/images/parts/manesty/pge-man-0385-gear-oem-44839.png,/parts/pge-man-0385/,Verified
PGE-MAN-0386,Manesty,BETAPRESS,SCRAPER SUPPORT BRACKET,Product Control,M4-894,44894,59,Catalog photo,/assets/images/parts/manesty/pge-man-0386-scraper-support-bracket-oem-44894.png,/parts/pge-man-0386/,Verified
PGE-MAN-0387,Manesty,BETAPRESS,LOWER RE-CIRCULATING BAND STRIP,Product Control,M4-891,44891,59,Catalog photo,/assets/images/parts/manesty/pge-man-0387-lower-re-circulating-band-strip-oem-44891.png,/parts/pge-man-0387/,Verified
PGE-MAN-0388,Manesty,BETAPRESS,UPPER RE-CIRCULATING BAND STRIP,Product Control,M4-892,44892,59,Catalog photo,/assets/images/parts/manesty/pge-man-0388-upper-re-circulating-band-strip-oem-44892.png,/parts/pge-man-0388/,Verified
PGE-MAN-0389,Manesty,BETAPRESS,RECIRCULATION CHANNEL BUFFER,Product Control,M4-997,44997,59,Catalog photo,/assets/images/parts/manesty/pge-man-0389-recirculation-channel-buffer-oem-44997.png,/parts/pge-man-0389/,Verified
PGE-MAN-0390,Manesty,BETAPRESS,COVER OVER SCRAPER PLATE,Product Control,M4-895,44895,59,Catalog photo,/assets/images/parts/manesty/pge-man-0390-cover-over-scraper-plate-oem-44895.png,/parts/pge-man-0390/,Verified
PGE-MAN-0391,Manesty,BETAPRESS,SCRAPER BLADE - LONG,Product Control,M4-897,44897,59,Catalog photo,/assets/images/parts/manesty/pge-man-0391-scraper-blade-long-oem-44897.png,/parts/pge-man-0391/,Verified
PGE-MAN-0392,Manesty,BETAPRESS,TABLET CHUTE TRIM PIECE,Product Control,M4-FG1-29,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0392-tablet-chute-trim-piece-oem-n-a.png,/parts/pge-man-0392/,Verified
PGE-MAN-0393,Manesty,BETAPRESS,HOPPER,Product Control,M4-FG1-42,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0393-hopper-oem-n-a.png,/parts/pge-man-0393/,Verified
PGE-MAN-0394,Manesty,BETAPRESS,TABLET THICKNESS ADJUSTING SHAFT,Product Control,M4-FG1-45,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0394-tablet-thickness-adjusting-shaft-oem-n-a.png,/parts/pge-man-0394/,Verified
PGE-MAN-0395,Manesty,BETAPRESS,TABLET THICKNESS HAND WHEEL,Product Control,M4-FG1-48,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0395-tablet-thickness-hand-wheel-oem-n-a.png,/parts/pge-man-0395/,Verified
PGE-MAN-0396,Manesty,BETAPRESS,TABLET CHUTE COVER,Product Control,M4-TRS4-1,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0396-tablet-chute-cover-oem-n-a.png,/parts/pge-man-0396/,Verified
PGE-MAN-0397,Manesty,BETAPRESS,TABLET CHUTE DIVIDER,Product Control,M4-TRS4-2,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0397-tablet-chute-divider-oem-n-a.png,/parts/pge-man-0397/,Verified
PGE-MAN-0398,Manesty,BETAPRESS,TABLET CHUTE COVER,Product Control,M4-TRS4-6,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0398-tablet-chute-cover-oem-n-a.png,/parts/pge-man-0398/,Verified
PGE-MAN-0399,Manesty,BETAPRESS,TABLET TAKE OFF STOP,Product Control,M4-TTO-4,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0399-tablet-take-off-stop-oem-n-a.png,/parts/pge-man-0399/,Verified
PGE-MAN-0400,Manesty,BETAPRESS,TABLET TAKE OFF MOUNT BLOCK,Product Control,M4-TTO-6,Not listed in source catalog,60,Catalog photo,/assets/images/parts/manesty/pge-man-0400-tablet-take-off-mount-block-oem-n-a.png,/parts/pge-man-0400/,Verified
PGE-MAN-0401,Manesty,BETAPRESS,SCREW FOR SCRAPER BLADE,Product Control,M-50,90350,60,Catalog photo,/assets/images/parts/manesty/pge-man-0401-screw-for-scraper-blade-oem-90350.png,/parts/pge-man-0401/,Verified
PGE-MAN-0402,Manesty,BETAPRESS,CLAMP ON INLET TUBE,Product Control,M-618,39618,60,Catalog photo,/assets/images/parts/manesty/pge-man-0402-clamp-on-inlet-tube-oem-39618.png,/parts/pge-man-0402/,Verified
PGE-MAN-0403,Manesty,BETAPRESS,INLET CONNECTOR HINGE PLATE,Product Control,M-637,39637,60,Catalog photo,/assets/images/parts/manesty/pge-man-0403-inlet-connector-hinge-plate-oem-39637.png,/parts/pge-man-0403/,Verified
PGE-MAN-0404,Manesty,BETAPRESS,INLET CONNECTOR GASKET,Product Control,M-638,39638,60,Catalog photo,/assets/images/parts/manesty/pge-man-0404-inlet-connector-gasket-oem-39638.png,/parts/pge-man-0404/,Verified
PGE-MAN-0405,Manesty,BETAPRESS,LOCK NUT ON HINGE PLATE,Product Control,M-640,39640,60,Catalog photo,/assets/images/parts/manesty/pge-man-0405-lock-nut-on-hinge-plate-oem-39640.png,/parts/pge-man-0405/,Verified
PGE-MAN-0406,Manesty,BETAPRESS,HOPPER CONNECTOR,Product Control,M-642,39642,60,Catalog photo,/assets/images/parts/manesty/pge-man-0406-hopper-connector-oem-39642.png,/parts/pge-man-0406/,Verified
PGE-MAN-0407,Manesty,BETAPRESS,COVER ON INLET BOWL,Product Control,M-669,44669,61,Catalog photo,/assets/images/parts/manesty/pge-man-0407-cover-on-inlet-bowl-oem-44669.png,/parts/pge-man-0407/,Verified
PGE-MAN-0408,Manesty,BETAPRESS,FLANGED BUSHING - OILITE,Product Control,M-70,39770,61,Catalog photo,/assets/images/parts/manesty/pge-man-0408-flanged-bushing-oilite-oem-39770.png,/parts/pge-man-0408/,Verified
PGE-MAN-0409,Manesty,BETAPRESS,FEEDER INTER GEAR BUSHING,Product Control,M-778,39778,61,Catalog photo,/assets/images/parts/manesty/pge-man-0409-feeder-inter-gear-bushing-oem-39778.png,/parts/pge-man-0409/,Verified
PGE-MAN-0412,Manesty,BETAPRESS,INLET ON TOP COVER,Product Control,M4-660,44660,61,Catalog photo,/assets/images/parts/manesty/pge-man-0412-inlet-on-top-cover-oem-44660.png,/parts/pge-man-0412/,Verified
PGE-MAN-0413,Manesty,BETAPRESS,LARGE FINGER SECTION - PLOW DESIGN,Product Control,M-798-1/P,Not listed in source catalog,61,Catalog photo,/assets/images/parts/manesty/pge-man-0413-large-finger-section-plow-design-oem-n-a.png,/parts/pge-man-0413/,Verified
PGE-MAN-0414,Manesty,BETAPRESS,PILLAR FOR HOPPER MOUNTING,Product Control,M4-189,44189,61,Catalog photo,/assets/images/parts/manesty/pge-man-0414-pillar-for-hopper-mounting-oem-44189.png,/parts/pge-man-0414/,Verified
PGE-MAN-0418,Manesty,BETAPRESS,STANDARD ROTARY FEEDER ASSEMBLY,Product Control,M4-SRF,Not listed in source catalog,61,Catalog photo,/assets/images/parts/manesty/pge-man-0418-standard-rotary-feeder-assembly-oem-n-a.png,/parts/pge-man-0418/,Verified
PGE-MAN-0419,Manesty,BETAPRESS,BRACKET FOR OIL BOTTLE,Product Control,M-614,44614,61,Catalog photo,/assets/images/parts/manesty/pge-man-0419-bracket-for-oil-bottle-oem-44614.png,/parts/pge-man-0419/,Verified
PGE-MAN-0421,Manesty,BETAPRESS,DUST BOX,Product Control,M4-03,Not listed in source catalog,61,Catalog photo,/assets/images/parts/manesty/pge-man-0421-dust-box-oem-n-a.png,/parts/pge-man-0421/,Verified
PGE-MAN-0422,Manesty,BETAPRESS,SHAFT END WASHER,Product Control,M4-165,Not listed in source catalog,62,Catalog photo,/assets/images/parts/manesty/pge-man-0422-shaft-end-washer-oem-n-a.png,/parts/pge-man-0422/,Verified
PGE-MAN-0424,Manesty,BETAPRESS,FEEDER PADDLE - WIRE DESIGN,Product Control,M4-483/3,Not listed in source catalog,62,Catalog photo,/assets/images/parts/manesty/pge-man-0424-feeder-paddle-wire-design-oem-n-a.png,/parts/pge-man-0424/,Verified
PGE-MAN-0425,Manesty,BETAPRESS,FEEDER PADDLE - NOTCH DESIGN,Product Control,M4-483/4,Not listed in source catalog,62,Catalog photo,/assets/images/parts/manesty/pge-man-0425-feeder-paddle-notch-design-oem-n-a.png,/parts/pge-man-0425/,Verified
PGE-MAN-0432,Manesty,BETAPRESS,DIE LOCK SCREW,Turret Hardware,DL-50/1,Not listed in source catalog,62,Catalog photo,/assets/images/parts/manesty/pge-man-0432-die-lock-screw-oem-n-a.png,/parts/pge-man-0432/,Verified
PGE-MAN-0433,Manesty,BETAPRESS,DIE LOCK SCREW,Turret Hardware,DL-50/2,44775,62,Catalog photo,/assets/images/parts/manesty/pge-man-0433-die-lock-screw-oem-44775.png,/parts/pge-man-0433/,Verified
PGE-MAN-0434,Manesty,BETAPRESS,DIE LOCK SCREW,Turret Hardware,DL-56,"36156, AD-0",62,Catalog photo,/assets/images/parts/manesty/pge-man-0434-die-lock-screw-oem-36156-ad-0.png,/parts/pge-man-0434/,Verified
PGE-MAN-0435,Manesty,BETAPRESS,THRUST BEARING,Turret Hardware,M-348,44348,62,Catalog photo,/assets/images/parts/manesty/pge-man-0435-thrust-bearing-oem-44348.png,/parts/pge-man-0435/,Verified
PGE-MAN-0436,Manesty,BETAPRESS,SPACER UNDER TURRET,Turret Hardware,M4-113,44113,62,Catalog photo,/assets/images/parts/manesty/pge-man-0436-spacer-under-turret-oem-44113.png,/parts/pge-man-0436/,Verified
PGE-MAN-0437,Manesty,BETAPRESS,ROLLER BEARING,Turret Hardware,M4-310,44310,63,Catalog photo,/assets/images/parts/manesty/pge-man-0437-roller-bearing-oem-44310.png,/parts/pge-man-0437/,Verified
PGE-MAN-0438,Manesty,BETAPRESS,COLUMN BEARING BUSH,Turret Hardware,M4-344,44344,63,Catalog photo,/assets/images/parts/manesty/pge-man-0438-column-bearing-bush-oem-44344.png,/parts/pge-man-0438/,Verified
PGE-MAN-0439,Manesty,BETAPRESS,TAPER LOCK BUSH,Turret Hardware,M4-764,44764,63,Catalog photo,/assets/images/parts/manesty/pge-man-0439-taper-lock-bush-oem-44764.png,/parts/pge-man-0439/,Verified
PGE-MAN-0440,Manesty,BETAPRESS,TURRET SPINDLE TAPER LOCK REPLACEMENT,Turret Hardware,M4-BA,Not listed in source catalog,63,Catalog photo,/assets/images/parts/manesty/pge-man-0440-turret-spindle-taper-lock-replacement-oem-n-a.png,/parts/pge-man-0440/,Verified
PGE-MAN-0441,Manesty,BETAPRESS,LOWER PUNCH RETAINER SPRING,Turret Hardware,M-518,38518,63,Catalog photo,/assets/images/parts/manesty/pge-man-0441-lower-punch-retainer-spring-oem-38518.png,/parts/pge-man-0441/,Verified
PGE-MAN-0442,Manesty,BETAPRESS,LOWER PUNCH RETAINER SCREW,Turret Hardware,M-69,39690,63,Catalog photo,/assets/images/parts/manesty/pge-man-0442-lower-punch-retainer-screw-oem-39690.png,/parts/pge-man-0442/,Verified
PGE-MAN-0443,Manesty,BETAPRESS,HEX HEAD SCREW,Turret Hardware,M-699,90569,63,Catalog photo,/assets/images/parts/manesty/pge-man-0443-hex-head-screw-oem-90569.png,/parts/pge-man-0443/,Verified
PGE-MAN-0444,Manesty,BETAPRESS,PUNCH HOLDING PLUNGER,Turret Hardware,M-87,Not listed in source catalog,63,Catalog photo,/assets/images/parts/manesty/pge-man-0444-punch-holding-plunger-oem-n-a.png,/parts/pge-man-0444/,Verified
PGE-MAN-0445,Manesty,BETAPRESS,LOWER PUNCH SCRAPER SEAL ‘B’ TOOLING,Turret Hardware,N-750,44143,63,Catalog photo,/assets/images/parts/manesty/pge-man-0445-lower-punch-scraper-seal-b-tooling-oem-44143.png,/parts/pge-man-0445/,Verified
PGE-MAN-0446,Manesty,BETAPRESS,SEAL INSTALLATION TOOL ’B’ TOOLING,Turret Hardware,N-750/1,Not listed in source catalog,63,Catalog photo,/assets/images/parts/manesty/pge-man-0446-seal-installation-tool-b-tooling-oem-n-a.png,/parts/pge-man-0446/,Verified
PGE-MAN-0448,Manesty,BETAPRESS,LOWER PUNCH RETAINER SPRING,Turret Hardware,SP-249,39249,63,Catalog photo,/assets/images/parts/manesty/pge-man-0448-lower-punch-retainer-spring-oem-39249.png,/parts/pge-man-0448/,Verified
PGE-MAN-0452,Manesty,BETAPRESS,UPPER CAM TRACK BODY,Upper Cam Tracks,M4-017,44017,64,Catalog photo,/assets/images/parts/manesty/pge-man-0452-upper-cam-track-body-oem-44017.png,/parts/pge-man-0452/,Verified
PGE-MAN-0453,Manesty,BETAPRESS,INSERT IN UPPER TRACK - IPT B,Upper Cam Tracks,M4-034,44034,64,Catalog photo,/assets/images/parts/manesty/pge-man-0453-insert-in-upper-track-ipt-b-oem-44034.png,/parts/pge-man-0453/,Verified
PGE-MAN-0454,Manesty,BETAPRESS,UPPER CAM TRACK FRONT - IPT B,Upper Cam Tracks,M4-035,44035,64,Catalog photo,/assets/images/parts/manesty/pge-man-0454-upper-cam-track-front-ipt-b-oem-44035.png,/parts/pge-man-0454/,Verified
PGE-MAN-0455,Manesty,BETAPRESS,INSERT IN UPPER TRACK - IPT B,Upper Cam Tracks,M4-036,44036,64,Catalog photo,/assets/images/parts/manesty/pge-man-0455-insert-in-upper-track-ipt-b-oem-44036.png,/parts/pge-man-0455/,Verified
PGE-MAN-0456,Manesty,BETAPRESS,RETAINING PIN,Upper Cam Tracks,M4-271,44271,64,Catalog photo,/assets/images/parts/manesty/pge-man-0456-retaining-pin-oem-44271.png,/parts/pge-man-0456/,Verified
PGE-MAN-0457,Manesty,BETAPRESS,SWIVEL PIN ON UPPER CAM,Upper Cam Tracks,M4-272,44272,64,Catalog photo,/assets/images/parts/manesty/pge-man-0457-swivel-pin-on-upper-cam-oem-44272.png,/parts/pge-man-0457/,Verified
PGE-MAN-0458,Manesty,BETAPRESS,INSERT IN UPPER TRACK - EU B,Upper Cam Tracks,M4-30,44030,64,Catalog photo,/assets/images/parts/manesty/pge-man-0458-insert-in-upper-track-eu-b-oem-44030.png,/parts/pge-man-0458/,Verified
PGE-MAN-0459,Manesty,BETAPRESS,INSERT IN UPPER TRACK - EU B,Upper Cam Tracks,M4-31,44031,64,Catalog photo,/assets/images/parts/manesty/pge-man-0459-insert-in-upper-track-eu-b-oem-44031.png,/parts/pge-man-0459/,Verified
PGE-MAN-0460,Manesty,BETAPRESS,FELT WIPER,Upper Cam Tracks,M4-316,44316,64,Catalog photo,/assets/images/parts/manesty/pge-man-0460-felt-wiper-oem-44316.png,/parts/pge-man-0460/,Verified
PGE-MAN-0461,Manesty,BETAPRESS,UPPER CAM TRACK FRONT - EU B,Upper Cam Tracks,M4-32,44032,64,Catalog photo,/assets/images/parts/manesty/pge-man-0461-upper-cam-track-front-eu-b-oem-44032.png,/parts/pge-man-0461/,Verified
PGE-MAN-0462,Manesty,BETAPRESS,UPPER LIFTING CAM - EU B,Upper Cam Tracks,M4-574,44574,64,Catalog photo,/assets/images/parts/manesty/pge-man-0462-upper-lifting-cam-eu-b-oem-44574.png,/parts/pge-man-0462/,Verified
PGE-MAN-0463,Manesty,BETAPRESS,UPPER LIFTING CAM - IPT B,Upper Cam Tracks,M4-646,44646,64,Catalog photo,/assets/images/parts/manesty/pge-man-0463-upper-lifting-cam-ipt-b-oem-44646.png,/parts/pge-man-0463/,Verified
PGE-MAN-0464,Manesty,BETAPRESS,UPPER LOWERING CAM - IPT B,Upper Cam Tracks,M4-654,44654,64,Catalog photo,/assets/images/parts/manesty/pge-man-0464-upper-lowering-cam-ipt-b-oem-44654.png,/parts/pge-man-0464/,Verified
PGE-MAN-0465,Manesty,BETAPRESS,UPPER LOWERING CAM - US B & D,Upper Cam Tracks,M4-654-BD,Not listed in source catalog,64,Catalog photo,/assets/images/parts/manesty/pge-man-0465-upper-lowering-cam-us-b-d-oem-n-a.png,/parts/pge-man-0465/,Verified
PGE-MAN-0466,Manesty,BETAPRESS,BALL CATACH,Weight Adjusting Components,M-254,38254,64,Catalog photo,/assets/images/parts/manesty/pge-man-0466-ball-catach-oem-38254.png,/parts/pge-man-0466/,Verified
PGE-MAN-0467,Manesty,BETAPRESS,WEIGHT ADJUSTING RAMP,Weight Adjusting Components,M4-127,44127,65,Catalog photo,/assets/images/parts/manesty/pge-man-0467-weight-adjusting-ramp-oem-44127.png,/parts/pge-man-0467/,Verified
PGE-MAN-0468,Manesty,BETAPRESS,WEIGHT ADJUSTING BODY,Weight Adjusting Components,M4-693,44693,65,Catalog photo,/assets/images/parts/manesty/pge-man-0468-weight-adjusting-body-oem-44693.png,/parts/pge-man-0468/,Verified
PGE-MAN-0469,Manesty,BETAPRESS,WEIGHT ADJUSTING SCREW,Weight Adjusting Components,M4-695,44695,65,Catalog photo,/assets/images/parts/manesty/pge-man-0469-weight-adjusting-screw-oem-44695.png,/parts/pge-man-0469/,Verified
PGE-MAN-0470,Manesty,BETAPRESS,INDICATOR FOR WEIGHT ADJUSTING,Weight Adjusting Components,M4-049,44049,65,Catalog photo,/assets/images/parts/manesty/pge-man-0470-indicator-for-weight-adjusting-oem-44049.png,/parts/pge-man-0470/,Verified
PGE-MAN-0471,Manesty,D3A,1-1/2 BEARING REAR DRIVE,Drive Components,M-125,36125,66,Catalog photo,/assets/images/parts/manesty/pge-man-0471-1-1-2-bearing-rear-drive-oem-36125.png,/parts/pge-man-0471/,Verified
PGE-MAN-0472,Manesty,D3A,BALL BEARING REAR DRIVE,Drive Components,M-658,2658Z,66,Catalog photo,/assets/images/parts/manesty/pge-man-0472-ball-bearing-rear-drive-oem-2658z.png,/parts/pge-man-0472/,Verified
PGE-MAN-0475,Manesty,D3A,BRONZE WORM,Drive Components,WG-6,"36013, AC-12, B-200-560-1",66,Catalog photo,/assets/images/parts/manesty/pge-man-0475-bronze-worm-oem-36013-ac-12-b-200-560-1.png,/parts/pge-man-0475/,Verified
PGE-MAN-0476,Manesty,D3A,ROLLER BEARING REAR DRIVE,Drive Components,M-126,36126,66,Catalog photo,/assets/images/parts/manesty/pge-man-0476-roller-bearing-rear-drive-oem-36126.png,/parts/pge-man-0476/,Verified
PGE-MAN-0477,Manesty,D3A,DRIP LUBRICATOR,Hydraulic & Lubrication Components,M-15,1150,66,Catalog photo,/assets/images/parts/manesty/pge-man-0477-drip-lubricator-oem-1150.png,/parts/pge-man-0477/,Verified
PGE-MAN-0478,Manesty,D3A,HYDRAULIC TONNAGE GAUGE SYSTEM,Hydraulic & Lubrication Components,M-177,Not listed in source catalog,66,Catalog photo,/assets/images/parts/manesty/pge-man-0478-hydraulic-tonnage-gauge-system-oem-n-a.png,/parts/pge-man-0478/,Verified
PGE-MAN-0479,Manesty,D3A,DRIP LUBRICATOR,Hydraulic & Lubrication Components,M-78,36178,66,Catalog photo,/assets/images/parts/manesty/pge-man-0479-drip-lubricator-oem-36178.png,/parts/pge-man-0479/,Verified
PGE-MAN-0480,Manesty,D3A,PUNCH LOADING PLUG,Lower Cam Tracks,M-57,36057,66,Catalog photo,/assets/images/parts/manesty/pge-man-0480-punch-loading-plug-oem-36057.png,/parts/pge-man-0480/,Verified
PGE-MAN-0481,Manesty,D3A,PUNCH ADJUSTER SCREW,Lower Cam Tracks,M-94,36094,66,Catalog photo,/assets/images/parts/manesty/pge-man-0481-punch-adjuster-screw-oem-36094.png,/parts/pge-man-0481/,Verified
PGE-MAN-0482,Manesty,D3A,EJECTION CAM,Lower Cam Tracks,MD3-2,36667,66,Catalog photo,/assets/images/parts/manesty/pge-man-0482-ejection-cam-oem-36667.png,/parts/pge-man-0482/,Verified
PGE-MAN-0483,Manesty,D3A,EJECTION CAM - BRONZE,Lower Cam Tracks,MD3-2/B,36667,66,Catalog photo,/assets/images/parts/manesty/pge-man-0483-ejection-cam-bronze-oem-36667.png,/parts/pge-man-0483/,Verified
